sample_id,process_type,C_pct,H_pct,O_pct,N_pct,S_pct,cellulose_pct,hemicellulose_pct,lignin_pct,ash_pct,temperature_C,pressure_bar,residence_time_h,gasifying_agent,CO_yield_pct,H2_yield_pct,CH4_yield_pct,CO2_yield_pct,LHV_MJ_Nm3,bio_oil_yield_pct,biochar_yield_pct,syngas_yield_pct,hydrochar_yield_pct,HHV_hydrochar_MJ_kg
346,1,31.94,2.90,32.42,1.67,0.40,10.29, 1.29, 9.47,31.36, 817.4, 4.7, 0.6,3,21.36,15.01,10.59, 4.34, 7.54, 0.00, 0.00,*****, 0.00, 0.00
347,1,28.98,2.92,31.33,1.51,0.34,12.39, 1.67,10.14,34.78, 804.9, 2.8, 1.7,2,19.60,13.56, 9.31, 3.05, 7.83, 0.20, 1.82,97.98, 0.00, 0.00
348,1,31.42,2.69,31.97,1.50,0.31,11.14, 1.68,11.52,33.71, 855.1, 1.8, 1.4,3,22.31,14.78, 9.69, 6.50, 8.65, 0.00, 1.97,98.71, 0.00, 0.60
349,1,29.00,2.94,31.46,1.74,0.30,11.27, 2.18,10.59,33.66, 803.0, 3.1, 1.6,3,22.14,15.13,10.19, 4.02, 7.43, 0.07, 0.00,*****, 0.00, 0.00
350,1,29.07,2.57,32.02,1.66,0.33,10.86, 1.48,11.54,29.77, 867.0, 2.7, 2.4,2,21.10,15.52, 9.52, 5.73, 8.40, 0.00, 0.00,*****, 0.00, 0.00
351,1,28.89,2.88,33.11,1.72,0.36,12.47, 1.72,11.19,34.30, 847.0, 4.8, 0.6,3,20.33,16.77, 8.98, 4.77, 7.39, 3.17, 0.00,97.21, 0.00, 0.08
352,1,29.38,2.77,31.73,1.73,0.39,12.73, 1.11, 9.67,27.76, 884.9, 4.9, 1.7,2,21.44,16.49,10.51, 4.30, 8.36, 0.00, 0.00,*****, 0.63, 0.00
353,1,28.22,2.84,30.41,1.59,0.36,11.55, 1.96, 9.63,31.36, 868.2, 1.3, 2.3,2,26.50,19.70,10.72, 6.07, 8.61, 0.00, 0.00,*****, 0.00, 0.16
354,1,31.25,2.65,32.90,1.70,0.40,12.78, 1.91, 9.15,32.24, 787.8, 3.9, 1.0,1,21.97,10.66,10.64, 8.26, 7.70, 0.00, 0.00,*****, 0.15, 0.57
355,1,29.12,2.69,32.37,1.50,0.33,12.96, 2.26, 9.70,34.04, 844.3, 2.5, 0.5,1,22.21,12.09,10.67, 3.08, 8.45, 2.00, 1.32,96.68, 1.84, 0.00
356,1,29.42,2.54,33.71,1.58,0.39,11.17, 1.41, 9.04,32.49, 814.4, 4.7, 1.3,2,21.39,13.95,10.08, 6.60, 7.41, 0.00, 0.49,*****, 0.70, 0.00
357,1,29.21,2.88,31.43,1.61,0.32,12.12, 1.51,10.56,25.02, 758.2, 1.3, 1.2,3,18.22,14.51, 9.72, 6.09, 7.78, 2.13, 2.10,95.77, 0.00, 0.00
358,1,28.81,2.54,31.86,1.43,0.35,11.57, 1.23,10.58,25.32, 814.9, 1.1, 1.9,3,19.51,13.49, 9.58, 6.17, 7.72, 0.00, 2.20,99.74, 2.35, 0.84
359,1,30.33,2.66,31.00,1.46,0.35,11.06, 2.14, 9.87,30.39, 851.7, 2.8, 1.0,3,22.09,18.34,10.21, 3.05, 8.04, 0.01, 1.38,98.61, 1.92, 0.00
360,1,29.15,2.73,31.88,1.66,0.30,11.02, 1.39, 9.58,30.20, 707.1, 3.6, 1.0,2,17.06,10.22,10.29, 8.05, 6.98, 0.00, 0.00,*****, 0.00, 0.15
361,1,30.72,2.94,31.03,1.54,0.30,10.50, 2.07, 9.41,25.98, 877.4, 1.1, 2.0,1,22.13,14.70,11.15, 5.09, 8.55, 0.00, 0.44,*****, 0.00, 0.99
362,1,30.72,2.83,30.64,1.50,0.38,10.26, 2.41,10.06,25.40, 890.6, 1.1, 2.4,3,23.90,18.81, 9.40, 4.36, 8.72, 0.00, 0.00,*****, 4.33, 0.00
363,1,29.35,2.92,34.75,1.72,0.35,11.01, 1.10,11.94,26.97, 774.0, 1.5, 0.8,2,21.22,12.31,10.47, 5.99, 7.56, 0.00, 0.00,*****, 5.35, 1.22
364,1,31.50,2.77,33.84,1.51,0.35,12.09, 1.56,10.73,30.14, 731.6, 3.8, 1.5,3,18.39,12.65,10.31, 6.88, 7.10, 0.00, 0.00,*****, 2.62, 0.72
365,1,28.60,2.70,33.54,1.56,0.36,11.21, 1.52,10.16,34.40, 788.4, 1.4, 1.6,2,21.40,14.27, 9.94, 5.19, 7.49, 1.71, 0.62,97.67, 0.00, 0.93
366,1,28.47,2.60,32.77,1.65,0.35,10.41, 1.64,10.53,25.14, 706.7, 3.5, 1.6,2,14.67, 9.43,10.71, 8.92, 7.20, 0.00, 1.43,*****, 0.00, 1.13
367,1,31.13,2.63,32.08,1.74,0.38,11.41, 2.21,10.67,26.09, 894.5, 5.0, 1.5,2,21.32,16.88,10.35, 1.72, 8.67, 0.00, 1.69,*****, 2.27, 0.27
368,1,28.44,2.72,35.97,1.79,0.37,12.53, 1.79,11.76,29.50, 772.4, 3.4, 0.6,1,18.63,10.27,10.37, 9.11, 7.55, 0.00, 0.00,*****, 0.00, 0.00
369,1,31.01,2.82,31.46,1.77,0.31,11.08, 1.18, 9.22,34.97, 899.6, 2.6, 2.2,2,22.66,16.74,10.81, 3.99, 8.90, 0.00, 0.00,*****, 0.00, 0.00
370,1,28.47,2.71,33.23,1.71,0.35,12.85, 2.38,10.94,29.66, 729.4, 1.1, 1.0,2,20.11,10.78, 9.58, 8.22, 7.36, 0.00, 0.24,*****, 0.20, 0.00
371,1,28.39,2.86,34.21,1.69,0.30,12.40, 2.41,11.30,33.55, 744.0, 1.3, 2.1,3,17.08,11.95, 8.84, 8.60, 7.69, 0.00, 0.00,*****, 0.00, 0.23
372,1,31.69,2.57,30.48,1.48,0.38,11.37, 1.76, 9.70,26.83, 886.1, 2.1, 0.7,1,25.88,14.99,11.93, 2.39, 9.15, 0.00, 0.00,*****, 0.00, 0.35
373,1,28.04,2.56,32.45,1.46,0.38,11.68, 2.49,10.42,27.44, 830.6, 4.0, 2.5,3,19.74,17.30, 9.50, 4.62, 7.61, 0.00, 0.35,*****, 1.20, 0.00
374,1,31.06,2.79,35.06,1.73,0.38,12.89, 1.13,11.33,28.88, 821.2, 4.0, 0.6,1,20.83,11.10,11.76, 6.41, 7.70, 0.00, 0.00,*****, 0.00, 1.42
375,1,28.82,2.87,35.59,1.51,0.35,12.65, 1.48,10.93,33.08, 798.1, 2.5, 1.3,3,20.08,13.72, 9.19, 5.95, 7.67, 0.00, 0.61,*****, 0.00, 0.79
376,1,30.53,2.58,33.15,1.72,0.37,11.50, 1.92,11.47,27.96, 707.8, 3.2, 2.0,3,19.10,12.09, 9.95, 7.61, 7.36, 0.37, 0.00,*****, 1.86, 0.00
377,1,31.26,2.59,35.51,1.47,0.37,12.78, 2.38, 9.85,32.37, 895.8, 4.3, 1.9,3,22.69,17.43,10.35, 3.20, 8.80, 0.67, 0.00,*****, 0.00, 0.00
378,1,30.53,2.51,32.33,1.67,0.34,10.36, 1.97,10.75,28.76, 765.0, 2.3, 1.7,3,20.81,13.16, 9.80, 7.47, 7.24, 0.36, 0.00,*****, 1.50, 0.46
379,1,30.25,2.74,35.52,1.40,0.39,12.07, 2.48,11.96,33.03, 797.5, 2.2, 2.0,2,17.17,12.41,10.38, 6.05, 7.72, 0.93, 1.17,97.90, 0.13, 1.86
380,1,29.50,2.70,33.30,1.62,0.38,12.96, 1.71, 9.48,25.73, 828.0, 3.4, 0.9,1,22.76,12.72,10.58, 7.00, 8.26, 0.00, 0.00,*****, 2.30, 0.00
381,1,28.23,2.78,35.10,1.59,0.36,11.54, 1.88,11.72,33.58, 712.8, 2.9, 0.7,3,16.09,11.97,10.04, 8.82, 6.68, 3.94, 0.82,95.23, 0.00, 0.59
382,1,31.20,2.50,35.54,1.76,0.36,11.40, 2.24,11.83,32.56, 836.2, 1.3, 0.5,2,21.59,15.23, 9.90, 4.33, 8.24, 4.38, 2.28,93.34, 0.00, 0.64
383,1,29.40,2.85,32.44,1.48,0.35,11.20, 1.66,11.33,34.94, 794.8, 2.6, 2.5,2,20.42,13.36, 9.51, 4.21, 8.07, 0.53, 0.00,*****, 0.58, 0.00
384,1,30.98,2.86,30.04,1.62,0.40,11.19, 2.21, 9.56,32.73, 837.5, 4.9, 1.4,2,21.47,14.00,10.14, 4.73, 8.21, 1.04, 2.83,96.13, 0.00, 0.00
385,1,31.22,2.74,34.10,1.46,0.32,10.74, 2.44, 9.14,34.65, 866.5, 2.3, 2.4,2,24.25,15.76,10.31, 4.08, 8.27, 3.93, 0.00,96.46, 0.00, 0.00
386,1,30.22,2.72,32.80,1.42,0.33,11.31, 2.47, 9.97,30.88, 817.6, 2.4, 1.6,1,23.35,12.95,10.24, 5.23, 7.82, 1.24, 0.89,97.87, 0.00, 0.00
387,1,31.41,2.78,31.13,1.50,0.38,11.08, 2.19, 9.14,29.02, 776.4, 4.4, 1.6,2,21.02,15.46,10.32, 7.20, 7.73, 1.04, 0.00,*****, 3.36, 1.87
388,1,31.03,2.95,34.85,1.60,0.37,10.42, 1.88,10.73,30.32, 838.6, 1.6, 0.6,1,21.25,12.80,10.33, 6.15, 7.77, 0.59, 1.48,97.94, 2.24, 0.00
389,1,30.25,2.57,31.71,1.55,0.36,10.64, 2.05, 9.91,31.90, 717.2, 2.1, 0.7,3,18.26,11.94,10.06, 6.37, 7.73, 1.98, 0.00,99.67, 0.47, 1.68
390,1,30.71,2.85,33.04,1.50,0.34,11.27, 1.30,11.79,26.64, 834.4, 3.6, 1.9,3,22.90,17.21, 9.85, 4.90, 8.05, 0.00, 0.00,*****, 0.46, 0.42
391,1,30.40,2.77,33.01,1.48,0.35,11.54, 1.68,10.03,34.88, 874.7, 2.3, 1.3,2,25.47,15.38, 9.82, 4.15, 9.08, 0.00, 0.00,*****, 0.80, 0.00
392,1,28.55,2.85,32.83,1.70,0.37,10.31, 2.19,10.41,33.41, 829.4, 3.2, 1.3,1,19.85,14.02,11.69, 6.70, 8.05, 0.00, 2.46,*****, 0.04, 0.76
393,1,31.21,2.95,35.10,1.69,0.33,10.67, 2.40, 9.86,28.16, 791.4, 4.2, 0.5,2,18.23,13.87, 9.67, 7.59, 7.17, 2.75, 2.17,95.08, 2.64, 0.00
394,1,28.24,2.70,30.92,1.43,0.39,10.66, 2.44, 9.04,27.36, 789.8, 3.1, 2.0,3,23.22,15.21,10.44, 6.24, 7.99, 0.00, 0.00,*****, 2.76, 0.59
395,1,29.86,2.71,31.17,1.61,0.39,10.80, 2.12,10.50,25.54, 848.6, 4.2, 2.0,3,23.67,17.73, 8.72, 3.45, 8.23, 0.00, 0.00,*****, 0.30, 0.56
396,1,31.75,2.96,31.52,1.56,0.34,12.69, 2.32,10.35,25.86, 730.2, 3.7, 2.2,2,16.60,11.60,10.48, 6.26, 7.48, 2.18, 0.00,98.45, 2.47, 0.00
397,1,28.83,2.90,31.11,1.72,0.34,11.86, 2.09,10.39,25.55, 790.8, 1.8, 1.3,2,23.19,13.15,10.25, 7.67, 7.83, 0.39, 0.38,99.23, 1.29, 0.00
398,1,30.04,2.94,31.19,1.63,0.37,12.81, 1.02,10.09,32.28, 743.8, 1.8, 1.9,1,18.00, 9.92,11.09, 7.55, 7.50, 0.00, 0.80,*****, 0.00, 0.44
399,1,28.87,2.84,33.22,1.58,0.37,10.95, 1.25,11.39,28.99, 892.7, 2.3, 2.2,2,25.25,15.99, 9.49, 4.65, 8.03, 1.42, 0.29,98.29, 1.81, 0.00
400,1,31.86,2.78,30.48,1.77,0.30,12.75, 1.57,10.32,26.95, 711.4, 1.6, 1.6,1,15.91, 7.71,11.57, 9.10, 7.08, 0.00, 1.17,99.83, 3.09, 0.01
401,1,30.00,2.65,34.88,1.54,0.33,11.98, 1.79, 9.49,33.15, 866.8, 3.3, 0.5,3,21.63,16.31, 9.72, 3.98, 8.36, 2.45, 1.12,96.43, 3.30, 0.00
402,1,31.08,2.73,33.38,1.45,0.35,12.75, 2.25, 9.71,29.29, 822.0, 3.6, 1.2,3,20.73,16.07, 9.35, 3.58, 8.38, 0.00, 2.36,98.80, 0.00, 0.00
403,1,31.17,2.80,32.64,1.72,0.39,12.51, 1.13, 9.73,27.85, 749.2, 2.8, 2.0,2,18.35,11.06,11.37, 7.44, 7.56, 1.58, 0.00,99.23, 0.00, 0.50
404,1,28.83,2.82,31.51,1.47,0.39,10.11, 1.93,10.72,29.17, 755.5, 2.9, 1.2,1,19.03, 8.56,11.90, 8.71, 7.55, 0.00, 0.00,*****, 0.00, 0.23
405,1,31.68,2.71,34.07,1.46,0.34,12.23, 1.08, 9.14,30.82, 800.0, 3.4, 1.2,3,18.86,14.89, 9.23, 6.54, 8.09, 0.00, 1.20,*****, 0.00, 0.00
406,1,30.63,2.67,31.61,1.62,0.39,10.55, 2.31, 9.51,27.37, 865.5, 3.2, 1.8,2,22.95,14.85,10.14, 3.65, 8.69, 0.00, 0.00,*****, 1.86, 0.00
407,1,31.50,2.76,35.35,1.48,0.35,11.20, 2.37,10.86,33.00, 720.8, 2.8, 2.0,1,15.72, 9.27,11.40,11.43, 6.92, 0.00, 0.80,*****, 0.00, 0.00
408,1,31.28,2.82,35.26,1.42,0.37,10.07, 2.13,11.99,33.80, 765.4, 2.0, 2.5,3,18.42,14.03, 9.76, 6.90, 7.21, 0.14, 3.11,96.75, 0.00, 0.00
409,1,31.97,2.53,34.19,1.55,0.35,12.77, 1.76,11.01,27.47, 884.0, 3.5, 0.6,3,22.74,18.75, 9.58, 4.23, 8.58, 0.00, 0.00,*****, 2.13, 0.00
410,1,29.73,2.93,31.97,1.58,0.34,10.86, 1.42, 9.59,33.85, 722.5, 2.5, 2.4,2,17.85, 9.61,10.32, 6.89, 7.51, 1.40, 0.00,99.36, 2.61, 0.00
411,1,30.52,2.95,32.05,1.63,0.38,10.95, 2.34,11.19,29.31, 728.6, 4.6, 2.3,1,15.92,10.77,11.64, 9.16, 8.01, 0.00, 1.29,99.67, 0.00, 0.00
412,1,30.50,2.88,30.73,1.48,0.34,11.24, 2.50, 9.14,27.79, 791.0, 4.4, 1.8,3,22.02,13.95, 9.96, 5.89, 7.92, 3.40, 0.00,97.13, 7.37, 1.31
413,1,30.99,2.87,31.13,1.58,0.30,10.47, 1.48,10.01,25.47, 852.4, 1.9, 1.8,3,21.72,16.56,10.01, 7.31, 7.66, 0.52, 2.64,96.84, 0.00, 0.00
414,1,30.35,2.50,31.15,1.51,0.35,12.69, 1.39, 9.51,28.52, 823.3, 2.8, 2.4,3,20.84,16.93,10.33, 5.24, 7.66, 1.34, 0.81,97.85, 0.00, 0.35
415,1,28.24,2.93,32.90,1.69,0.32,10.38, 1.32,11.19,30.89, 892.6, 4.9, 1.6,3,23.18,19.39, 8.91, 2.52, 8.59, 0.00, 0.41,99.59, 0.00, 0.29
416,1,31.71,2.53,35.31,1.52,0.38,12.99, 1.81,10.26,30.72, 732.3, 2.9, 2.4,1,16.27, 8.89,10.58, 8.42, 7.08, 0.65, 0.58,98.77, 0.00, 0.00
417,1,30.39,2.79,33.50,1.56,0.36,12.66, 2.48,10.47,30.63, 776.1, 1.1, 0.8,1,18.79,10.39,11.11, 9.88, 7.25, 0.00, 1.49,*****, 0.00, 0.00
418,1,28.98,2.56,30.86,1.67,0.38,12.68, 2.43,11.79,25.76, 755.2, 1.6, 1.3,1,20.30, 8.32,11.27, 9.19, 7.07, 0.00, 0.00,*****, 0.00, 0.88
419,1,29.42,2.76,34.62,1.78,0.37,12.89, 2.13,11.90,31.72, 761.0, 4.7, 1.9,3,19.95,13.01,11.08, 8.17, 7.12, 0.00, 0.00,*****, 0.00, 0.00
420,1,30.96,2.74,31.71,1.64,0.36,11.81, 1.95, 9.18,26.19, 852.5, 4.1, 2.1,2,25.14,15.87,10.30, 3.40, 8.07, 0.35, 0.00,*****, 5.39, 0.00
421,1,28.22,2.74,33.32,1.60,0.33,11.80, 1.70,10.93,30.07, 786.7, 1.5, 2.0,1,19.87,11.88,10.79, 6.97, 7.65, 0.79, 0.67,98.54, 3.10, 1.04
422,1,28.45,2.84,32.18,1.60,0.35,10.05, 1.86,11.07,26.41, 895.9, 2.2, 0.8,3,23.27,18.51, 9.78, 5.05, 8.35, 0.00, 0.00,*****, 0.00, 0.00
423,1,28.43,2.85,35.84,1.57,0.32,12.46, 1.72,10.52,33.98, 717.4, 2.3, 1.5,3,15.39,11.89,10.07, 9.04, 7.18, 0.00, 3.14,97.45, 1.30, 0.00
424,1,29.29,2.87,32.95,1.60,0.34,11.89, 1.15,10.50,30.74, 781.8, 2.6, 0.5,3,21.23,14.16, 9.59, 6.87, 7.54, 0.00, 0.00,*****, 4.96, 0.00
425,1,28.20,2.88,33.89,1.62,0.33,12.66, 1.42,11.26,32.43, 782.8, 1.0, 1.9,1,18.60,13.04,11.30, 6.85, 7.09, 0.00, 1.17,*****, 0.00, 0.50
426,1,28.30,2.97,30.41,1.56,0.39,12.76, 1.14,10.36,25.59, 798.8, 1.8, 1.6,2,22.30,13.68,10.82, 7.47, 8.07, 0.65, 0.16,99.19, 0.00, 0.00
427,1,28.30,2.62,32.82,1.46,0.33,10.46, 1.64,11.49,26.10, 805.4, 3.4, 1.7,2,20.24,13.50, 9.52, 6.87, 7.80, 0.69, 0.21,99.09, 1.41, 1.28
428,1,29.85,2.71,30.54,1.57,0.39,12.29, 1.50,11.06,30.53, 883.7, 4.5, 2.0,1,21.12,14.03,10.36, 3.78, 8.75, 0.00, 0.00,*****, 0.23, 0.00
429,1,31.82,2.80,30.66,1.44,0.39,12.78, 1.69,11.59,30.26, 700.7, 4.4, 2.3,2,18.60, 8.37,10.64, 8.80, 7.55, 3.77, 0.00,96.76, 1.63, 0.60
430,1,30.50,2.88,33.30,1.80,0.38,11.92, 1.56,10.03,34.44, 824.0, 2.9, 1.4,1,21.95,13.58,11.25, 5.21, 7.75, 0.00, 1.87,*****, 0.00, 0.00
431,1,29.69,2.64,31.07,1.61,0.40,11.05, 1.81,11.89,27.94, 811.3, 1.5, 1.0,3,20.53,13.94,10.08, 5.97, 7.41, 1.01, 1.45,97.54, 0.00, 0.07
432,1,31.62,2.97,32.83,1.70,0.32,12.43, 2.36,10.06,32.74, 786.4, 2.9, 0.9,2,21.65,13.73,11.25, 7.24, 8.25, 0.13, 0.01,99.86, 0.00, 0.02
433,1,29.22,2.69,34.99,1.80,0.39,12.87, 1.31, 9.70,28.17, 817.3, 3.5, 1.3,3,21.49,17.05, 9.42, 7.48, 7.39, 0.28, 0.58,99.14, 0.00, 1.33
434,1,28.55,2.65,32.65,1.57,0.30,11.99, 1.28, 9.26,31.82, 830.7, 4.7, 0.9,2,21.27,14.21,10.48, 3.69, 7.85, 0.00, 0.00,*****, 0.00, 0.00
435,1,30.05,2.80,35.40,1.45,0.35,10.57, 2.40,10.45,26.22, 869.5, 1.5, 0.7,3,22.71,17.60, 9.10, 3.37, 8.34, 4.07, 0.00,96.64, 0.27, 0.39
436,1,28.92,2.73,32.41,1.43,0.38,11.41, 1.02, 9.08,26.94, 787.4, 4.9, 1.1,3,18.53,13.59, 9.57, 5.59, 7.64, 0.00, 2.01,*****, 0.00, 0.34
437,1,31.57,2.89,34.16,1.57,0.37,10.37, 1.38, 9.78,31.90, 849.1, 2.5, 1.5,3,22.33,18.01,10.18, 5.48, 8.06, 0.71, 3.03,96.26, 2.04, 0.00
438,1,30.97,2.60,32.48,1.57,0.30,11.08, 2.13,11.22,33.87, 817.3, 1.5, 1.0,1,20.09,10.87,11.09, 6.82, 7.61, 0.00, 1.73,99.77, 0.00, 0.00
439,1,30.97,2.55,31.06,1.66,0.31,12.22, 1.36,10.69,26.76, 859.3, 3.3, 2.0,1,24.40,13.94,11.92, 4.80, 8.90, 0.00, 0.00,*****, 0.00, 0.36
440,1,30.88,2.85,35.01,1.53,0.39,10.11, 1.99,10.42,26.10, 807.8, 1.3, 2.5,2,22.09,12.38,10.86, 4.21, 7.64, 0.00, 1.73,98.40, 2.11, 0.97
441,1,31.02,2.73,30.56,1.65,0.30,10.17, 2.18,11.39,25.38, 788.2, 3.8, 2.5,3,20.26,15.07, 9.42, 6.62, 7.53, 0.00, 0.00,*****, 0.00, 0.73
442,1,30.65,2.95,30.77,1.76,0.38,10.76, 1.58,11.54,33.36, 769.4, 3.1, 1.9,3,21.58,13.58, 9.42, 5.35, 7.55, 0.00, 3.44,99.02, 0.58, 0.00
443,1,28.40,2.72,35.58,1.48,0.40,10.24, 2.48, 9.83,27.15, 769.6, 1.6, 1.9,3,18.66,11.80, 9.36, 7.33, 7.18, 0.00, 0.00,*****, 0.19, 0.00
444,1,31.02,2.75,35.94,1.49,0.31,10.36, 1.66,10.24,34.71, 707.1, 4.8, 0.7,2,17.75, 9.43,10.42,10.29, 7.02, 0.00, 0.00,*****, 0.21, 0.47
445,1,28.68,2.89,30.65,1.64,0.37,10.64, 2.19, 9.37,32.51, 774.2, 1.9, 2.1,3,19.28,14.27, 9.67, 7.23, 7.34, 1.35, 0.00,*****, 0.00, 0.00
446,1,30.37,2.93,35.46,1.77,0.36,12.88, 1.67, 9.18,31.44, 729.1, 2.9, 2.3,1,17.46, 9.66,12.45,11.30, 7.14, 0.00, 0.00,*****, 0.93, 0.00
447,1,30.43,2.74,31.12,1.74,0.38,12.79, 2.02, 9.58,28.81, 899.6, 4.0, 0.5,1,23.77,15.27,11.39, 4.81, 9.13, 0.40, 0.00,*****, 0.00, 0.82
448,1,29.85,2.81,31.57,1.80,0.38,10.60, 1.82,11.03,31.78, 884.3, 3.1, 1.4,1,23.05,14.61,11.23, 2.39, 8.36, 0.00, 0.00,*****, 0.00, 0.86
449,1,31.30,2.55,33.03,1.43,0.38,12.14, 1.57,11.16,33.72, 758.9, 3.3, 2.1,3,20.40,13.68,10.32, 8.06, 7.22, 0.00, 0.40,99.99, 0.00, 0.60
450,1,29.43,2.83,30.15,1.56,0.31,12.44, 1.52,10.48,33.01, 858.3, 4.8, 2.3,2,24.53,15.50,10.35, 4.22, 7.94, 0.00, 0.83,*****, 3.20, 0.00
451,1,28.77,2.57,31.60,1.43,0.32,12.77, 1.53,11.74,25.62, 781.0, 1.2, 1.0,1,20.88,11.59,10.58, 6.95, 7.88, 0.00, 0.00,*****, 2.43, 0.31
452,1,31.59,2.74,31.67,1.79,0.35,11.91, 2.11,10.00,29.96, 764.7, 4.2, 1.6,2,20.41,10.62,10.63, 8.40, 8.00, 0.00, 2.53,98.80, 0.00, 0.22
453,1,31.69,2.77,32.73,1.60,0.36,10.48, 2.09, 9.72,33.88, 757.3, 3.5, 0.5,1,19.63, 8.95,11.66, 7.03, 7.75, 0.00, 1.25,99.18, 4.39, 0.00
454,1,28.02,2.80,32.62,1.44,0.36,10.03, 1.18,11.52,29.23, 753.3, 2.5, 1.2,2,17.05,10.26,10.74, 9.95, 7.79, 0.00, 0.80,*****, 0.00, 1.53
455,1,30.02,2.89,30.46,1.71,0.38,11.64, 1.15,11.64,27.84, 820.0, 4.3, 1.5,1,22.17,13.32,11.38, 6.62, 7.92, 3.91, 0.00,96.81, 1.28, 0.00
456,1,31.34,2.96,34.23,1.48,0.36,10.47, 1.74, 9.56,29.90, 813.3, 1.6, 1.1,3,20.99,14.81, 8.97, 4.94, 7.76, 2.36, 0.89,96.75, 0.00, 0.84
457,1,29.06,2.70,33.17,1.71,0.31,11.87, 1.74,11.45,34.62, 898.1, 4.2, 0.9,1,26.20,17.45,10.87, 4.76, 8.05, 0.00, 1.91,*****, 0.00, 0.00
458,1,30.89,2.94,31.17,1.51,0.32,10.08, 1.69,10.12,29.82, 871.9, 3.5, 2.1,2,22.91,16.23,10.50, 7.21, 8.11, 0.00, 1.80,*****, 0.00, 0.00
459,1,31.21,2.54,32.48,1.76,0.30,12.54, 1.54,11.84,31.23, 846.5, 4.5, 0.9,2,20.29,13.60,10.80, 5.65, 8.13, 0.00, 0.00,*****, 0.65, 1.70
460,1,30.93,3.00,30.79,1.42,0.39,10.54, 1.52,11.29,26.33, 857.0, 4.2, 0.8,2,23.64,16.37, 9.71, 5.13, 9.22, 0.42, 0.00,*****, 0.00, 0.05
461,1,28.81,2.78,34.46,1.52,0.34,12.53, 2.35,10.30,27.76, 727.2, 3.2, 2.1,1,13.93, 9.89,10.65, 9.67, 7.10, 0.00, 0.00,*****, 1.24, 0.00
462,1,28.69,2.84,35.02,1.61,0.39,11.03, 1.33, 9.38,28.24, 890.1, 1.1, 0.9,3,21.77,18.04, 8.74, 5.20, 8.33, 0.00, 0.00,*****, 1.65, 0.08
463,1,31.65,2.55,32.75,1.55,0.38,12.54, 1.78,11.95,28.12, 794.4, 3.9, 1.1,1,19.72,10.48,12.27, 8.42, 7.58, 1.53, 0.08,98.39, 0.00, 0.00
464,1,30.86,2.61,32.80,1.53,0.36,12.07, 1.37,10.12,27.22, 877.3, 2.7, 0.9,3,23.22,17.30, 9.56, 4.66, 8.25, 1.74, 0.89,97.37, 0.00, 0.40
465,1,31.86,2.58,35.76,1.55,0.36,10.17, 1.96,10.03,26.28, 709.1, 2.6, 2.4,3,20.45, 9.98, 9.45,10.67, 7.67, 0.00, 0.10,*****, 0.26, 0.00
466,1,30.70,2.94,31.32,1.61,0.30,10.80, 2.33,10.80,32.11, 892.2, 4.7, 1.4,1,24.87,14.34,11.44, 3.02, 8.44, 0.11, 0.00,*****, 0.00, 0.50
467,1,29.76,2.53,32.85,1.73,0.38,12.10, 1.68, 9.72,26.48, 861.9, 3.4, 1.0,3,22.86,17.64, 9.58, 5.30, 8.42, 0.64, 0.00,99.97, 0.00, 0.00
468,1,30.83,2.83,34.03,1.64,0.40,11.85, 1.67,10.50,33.02, 818.0, 1.3, 1.9,2,21.48,14.89, 9.73, 6.11, 7.67, 0.00, 3.51,98.78, 1.49, 0.00
469,1,29.09,2.91,30.24,1.57,0.38,11.35, 1.77,10.58,33.53, 821.8, 3.2, 0.9,2,19.06,14.13,10.75, 6.10, 8.70, 0.00, 0.24,*****, 0.00, 0.57
470,1,29.06,2.90,30.07,1.62,0.33,12.64, 2.50,10.99,31.13, 787.2, 1.2, 2.5,1,18.78,12.06,11.98, 6.20, 8.09, 0.00, 0.00,*****, 1.15, 0.00
471,1,29.08,2.58,32.21,1.59,0.30,11.42, 2.09,11.15,29.67, 800.8, 3.8, 2.3,2,23.79,14.28,10.91, 8.15, 7.63, 4.91, 0.00,95.87, 3.15, 0.00
472,1,30.50,2.55,30.77,1.47,0.33,11.17, 1.08, 9.87,29.77, 892.6, 2.9, 2.0,1,24.11,15.05,10.04, 2.92, 9.16, 0.00, 0.00,*****, 0.00, 0.00
473,1,31.96,2.75,33.34,1.44,0.32,10.41, 1.07,10.13,25.84, 711.6, 4.3, 2.3,3,18.99,10.24,10.56, 9.13, 7.08, 1.18, 0.77,98.05, 1.61, 0.41
474,1,29.89,2.52,34.88,1.44,0.37,10.40, 1.30,11.70,32.28, 887.5, 2.6, 1.8,2,21.80,15.54,10.35, 4.99, 8.05, 1.47, 0.00,*****, 2.22, 0.00
475,1,31.17,2.83,35.06,1.54,0.33,11.45, 1.23,12.00,33.23, 702.4, 1.5, 2.2,3,18.68,12.10,10.81, 8.51, 6.88, 2.52, 2.01,95.47, 0.00, 0.00
476,1,30.86,2.63,31.81,1.58,0.31,12.66, 1.49,11.92,31.96, 788.7, 1.2, 1.6,3,21.47,15.48, 9.81, 7.24, 7.39, 4.30, 0.07,95.62, 0.00, 0.73
477,1,30.50,2.84,35.40,1.60,0.32,12.04, 1.84,11.45,31.38, 783.9, 2.2, 2.2,2,18.31,12.20,10.83, 7.18, 7.60, 0.00, 0.61,*****, 2.10, 0.00
