sample_id,time_day,VS_g_L,C_pct,H_pct,N_pct,Phenols_g_L,Cumulative_CH4_L_kg_VS,Daily_CH4_L_kg_VS,pH,VFA_mg_L,Temp_C
146,41,  7.77,28.51, 3.75, 2.90, 0.27,  125.06,    0.12,7.222,   49.83,35.33
146,42,  7.77,28.51, 3.75, 2.90, 0.27,  124.06,    0.10,7.308,   45.47,34.76
146,43,  7.77,28.51, 3.75, 2.90, 0.27,  124.83,    0.09,7.138,   40.78,34.64
146,44,  7.77,28.51, 3.75, 2.90, 0.27,  123.40,    0.08,7.170,   37.38,35.30
146,45,  7.77,28.51, 3.75, 2.90, 0.27,  125.89,    0.07,7.220,   33.78,35.29
146,46,  7.77,28.51, 3.75, 2.90, 0.27,  120.92,    0.06,7.153,   30.96,35.04
147,1, 12.95,29.70, 3.80, 2.49, 0.11,    4.14,    8.12,6.805,  822.96,35.29
147,2, 12.95,29.70, 3.80, 2.49, 0.11,    7.92,    2.05,6.667,  909.50,35.31
147,3, 12.95,29.70, 3.80, 2.49, 0.11,   14.78,    2.34,6.688, 1005.78,34.86
147,4, 12.95,29.70, 3.80, 2.49, 0.11,   15.01,    2.62,6.669, 1111.58,35.22
147,5, 12.95,29.70, 3.80, 2.49, 0.11,   17.43,    2.90,6.600, 1228.94,35.21
147,6, 12.95,29.70, 3.80, 2.49, 0.11,   24.20,    3.16,6.596, 1357.79,34.64
147,7, 12.95,29.70, 3.80, 2.49, 0.11,   23.49,    3.40,6.515, 1500.09,35.42
147,8, 12.95,29.70, 3.80, 2.49, 0.11,   26.00,    3.61,6.517, 1357.00,34.83
147,9, 12.95,29.70, 3.80, 2.49, 0.11,   35.36,    3.79,6.656, 1227.53,34.90
147,10, 12.95,29.70, 3.80, 2.49, 0.11,   36.92,    3.94,6.676, 1110.75,34.72
147,11, 12.95,29.70, 3.80, 2.49, 0.11,   37.65,    4.06,6.807, 1005.47,35.43
147,12, 12.95,29.70, 3.80, 2.49, 0.11,   42.77,    4.14,6.774,  910.38,34.40
147,13, 12.95,29.70, 3.80, 2.49, 0.11,   49.79,    4.20,6.826,  822.32,34.62
147,14, 12.95,29.70, 3.80, 2.49, 0.11,   55.01,    4.22,6.838,  745.04,35.52
147,15, 12.95,29.70, 3.80, 2.49, 0.11,   59.92,    4.21,6.782,  674.10,35.04
147,16, 12.95,29.70, 3.80, 2.49, 0.11,   61.34,    4.17,6.844,  609.80,35.33
147,17, 12.95,29.70, 3.80, 2.49, 0.11,   61.84,    4.11,6.987,  552.53,34.88
147,18, 12.95,29.70, 3.80, 2.49, 0.11,   68.68,    4.03,6.956,  499.03,35.08
147,19, 12.95,29.70, 3.80, 2.49, 0.11,   76.57,    3.93,7.016,  452.43,34.76
147,20, 12.95,29.70, 3.80, 2.49, 0.11,   77.51,    3.82,6.998,  408.95,34.45
147,21, 12.95,29.70, 3.80, 2.49, 0.11,   79.44,    3.69,6.931,  369.73,34.77
147,22, 12.95,29.70, 3.80, 2.49, 0.11,   84.10,    3.56,7.091,  334.73,35.37
147,23, 12.95,29.70, 3.80, 2.49, 0.11,   88.84,    3.42,6.999,  304.02,35.74
147,24, 12.95,29.70, 3.80, 2.49, 0.11,   91.30,    3.27,7.075,  274.01,35.25
147,25, 12.95,29.70, 3.80, 2.49, 0.11,   93.77,    3.12,7.142,  248.98,35.33
147,26, 12.95,29.70, 3.80, 2.49, 0.11,   98.86,    2.97,7.123,  223.80,35.16
147,27, 12.95,29.70, 3.80, 2.49, 0.11,   98.13,    2.82,7.091,  203.55,34.79
147,28, 12.95,29.70, 3.80, 2.49, 0.11,  102.14,    2.66,7.111,  183.97,34.81
147,29, 12.95,29.70, 3.80, 2.49, 0.11,  101.42,    2.52,7.054,  165.57,35.24
147,30, 12.95,29.70, 3.80, 2.49, 0.11,  107.90,    2.37,7.190,  150.20,34.75
147,31, 12.95,29.70, 3.80, 2.49, 0.11,  108.10,    2.23,7.106,  135.79,34.59
147,32, 12.95,29.70, 3.80, 2.49, 0.11,  116.43,    2.10,7.236,  122.97,34.58
147,33, 12.95,29.70, 3.80, 2.49, 0.11,  113.60,    1.97,7.123,  112.05,35.28
147,34, 12.95,29.70, 3.80, 2.49, 0.11,  115.64,    1.84,7.121,  101.18,35.10
147,35, 12.95,29.70, 3.80, 2.49, 0.11,  118.98,    1.72,7.180,   90.77,34.79
147,36, 12.95,29.70, 3.80, 2.49, 0.11,  118.69,    1.61,7.134,   82.75,34.93
147,37, 12.95,29.70, 3.80, 2.49, 0.11,  124.48,    1.50,7.187,   74.45,35.71
147,38, 12.95,29.70, 3.80, 2.49, 0.11,  123.93,    1.40,7.196,   67.89,35.04
147,39, 12.95,29.70, 3.80, 2.49, 0.11,  126.30,    1.30,7.158,   61.33,35.25
147,40, 12.95,29.70, 3.80, 2.49, 0.11,  123.18,    1.21,7.146,   55.83,35.35
147,41, 12.95,29.70, 3.80, 2.49, 0.11,  127.49,    1.13,7.291,   50.15,34.95
147,42, 12.95,29.70, 3.80, 2.49, 0.11,  126.53,    1.05,7.117,   45.83,35.06
147,43, 12.95,29.70, 3.80, 2.49, 0.11,  124.70,    0.97,7.165,   41.04,34.86
147,44, 12.95,29.70, 3.80, 2.49, 0.11,  124.43,    0.90,7.201,   36.69,34.54
147,45, 12.95,29.70, 3.80, 2.49, 0.11,  127.95,    0.84,7.191,   34.07,35.11
147,46, 12.95,29.70, 3.80, 2.49, 0.11,  131.90,    0.77,7.164,   30.07,34.79
148,1,  6.30,27.45, 3.58, 2.11, 1.36,   20.17,   19.93,6.824,  823.17,34.93
148,2,  6.30,27.45, 3.58, 2.11, 1.36,   24.60,    5.70,6.780,  909.75,35.12
148,3,  6.30,27.45, 3.58, 2.11, 1.36,   33.91,    6.34,6.696, 1005.20,34.69
148,4,  6.30,27.45, 3.58, 2.11, 1.36,   41.41,    6.86,6.654, 1111.94,35.20
148,5,  6.30,27.45, 3.58, 2.11, 1.36,   46.20,    7.24,6.618, 1228.65,35.01
148,6,  6.30,27.45, 3.58, 2.11, 1.36,   55.60,    7.48,6.520, 1356.97,35.09
148,7,  6.30,27.45, 3.58, 2.11, 1.36,   64.43,    7.57,6.481, 1500.62,35.45
148,8,  6.30,27.45, 3.58, 2.11, 1.36,   62.95,    7.54,6.411, 1358.14,34.76
148,9,  6.30,27.45, 3.58, 2.11, 1.36,   76.38,    7.39,6.716, 1227.61,35.21
148,10,  6.30,27.45, 3.58, 2.11, 1.36,   82.55,    7.16,6.692, 1110.37,35.43
148,11,  6.30,27.45, 3.58, 2.11, 1.36,   91.26,    6.85,6.720, 1004.31,34.74
148,12,  6.30,27.45, 3.58, 2.11, 1.36,   96.48,    6.49,6.756,  909.81,34.86
148,13,  6.30,27.45, 3.58, 2.11, 1.36,   97.94,    6.09,6.827,  823.07,35.02
148,14,  6.30,27.45, 3.58, 2.11, 1.36,  104.78,    5.67,6.820,  744.91,35.23
148,15,  6.30,27.45, 3.58, 2.11, 1.36,  112.29,    5.25,6.906,  674.41,35.21
148,16,  6.30,27.45, 3.58, 2.11, 1.36,  120.70,    4.82,6.930,  610.24,35.24
148,17,  6.30,27.45, 3.58, 2.11, 1.36,  122.99,    4.41,6.931,  551.24,35.08
148,18,  6.30,27.45, 3.58, 2.11, 1.36,  124.92,    4.02,6.925,  498.63,35.12
148,19,  6.30,27.45, 3.58, 2.11, 1.36,  130.58,    3.64,6.982,  451.99,34.61
148,20,  6.30,27.45, 3.58, 2.11, 1.36,  135.91,    3.29,7.007,  407.46,34.90
148,21,  6.30,27.45, 3.58, 2.11, 1.36,  135.09,    2.96,7.007,  370.72,34.75
148,22,  6.30,27.45, 3.58, 2.11, 1.36,  141.85,    2.66,7.097,  334.84,35.24
148,23,  6.30,27.45, 3.58, 2.11, 1.36,  140.11,    2.38,6.999,  303.31,35.01
148,24,  6.30,27.45, 3.58, 2.11, 1.36,  143.68,    2.12,7.130,  273.97,35.07
148,25,  6.30,27.45, 3.58, 2.11, 1.36,  144.18,    1.90,7.131,  248.55,34.61
148,26,  6.30,27.45, 3.58, 2.11, 1.36,  146.60,    1.69,7.176,  223.94,34.76
148,27,  6.30,27.45, 3.58, 2.11, 1.36,  145.98,    1.50,7.058,  203.22,34.85
148,28,  6.30,27.45, 3.58, 2.11, 1.36,  146.74,    1.33,7.086,  183.98,34.87
148,29,  6.30,27.45, 3.58, 2.11, 1.36,  149.81,    1.18,7.153,  165.14,35.25
148,30,  6.30,27.45, 3.58, 2.11, 1.36,  148.64,    1.05,7.170,  150.18,34.62
148,31,  6.30,27.45, 3.58, 2.11, 1.36,  154.63,    0.93,7.095,  135.46,35.30
148,32,  6.30,27.45, 3.58, 2.11, 1.36,  152.73,    0.82,7.144,  123.08,34.77
148,33,  6.30,27.45, 3.58, 2.11, 1.36,  153.98,    0.72,7.171,  111.70,34.83
148,34,  6.30,27.45, 3.58, 2.11, 1.36,  155.18,    0.64,7.223,  101.33,35.27
148,35,  6.30,27.45, 3.58, 2.11, 1.36,  156.77,    0.56,7.151,   92.23,35.44
148,36,  6.30,27.45, 3.58, 2.11, 1.36,  158.75,    0.50,7.210,   82.36,35.02
148,37,  6.30,27.45, 3.58, 2.11, 1.36,  154.48,    0.44,7.134,   74.63,35.36
148,38,  6.30,27.45, 3.58, 2.11, 1.36,  150.80,    0.39,7.073,   67.58,35.50
148,39,  6.30,27.45, 3.58, 2.11, 1.36,  159.19,    0.34,7.131,   61.08,35.60
148,40,  6.30,27.45, 3.58, 2.11, 1.36,  159.45,    0.30,7.028,   55.00,35.27
148,41,  6.30,27.45, 3.58, 2.11, 1.36,  157.46,    0.27,7.203,   50.51,34.97
148,42,  6.30,27.45, 3.58, 2.11, 1.36,  159.16,    0.23,7.199,   45.28,35.08
148,43,  6.30,27.45, 3.58, 2.11, 1.36,  159.15,    0.21,7.154,   41.29,34.46
148,44,  6.30,27.45, 3.58, 2.11, 1.36,  157.94,    0.18,7.263,   37.09,35.03
148,45,  6.30,27.45, 3.58, 2.11, 1.36,  158.30,    0.16,7.226,   33.24,35.11
148,46,  6.30,27.45, 3.58, 2.11, 1.36,  157.68,    0.14,7.160,   30.03,34.93
149,1,  7.25,28.49, 3.74, 2.35, 1.11,   23.09,   24.57,6.893,  823.29,35.25
149,2,  7.25,28.49, 3.74, 2.35, 1.11,   27.18,    3.55,6.759,  909.44,35.14
149,3,  7.25,28.49, 3.74, 2.35, 1.11,   29.06,    3.77,6.716, 1005.68,34.69
149,4,  7.25,28.49, 3.74, 2.35, 1.11,   37.59,    3.96,6.670, 1110.90,34.95
149,5,  7.25,28.49, 3.74, 2.35, 1.11,   41.21,    4.12,6.670, 1227.75,34.61
149,6,  7.25,28.49, 3.74, 2.35, 1.11,   40.31,    4.26,6.576, 1357.52,34.42
149,7,  7.25,28.49, 3.74, 2.35, 1.11,   47.25,    4.37,6.516, 1500.09,35.08
149,8,  7.25,28.49, 3.74, 2.35, 1.11,   52.54,    4.45,6.550, 1357.70,34.93
149,9,  7.25,28.49, 3.74, 2.35, 1.11,   56.10,    4.51,6.648, 1228.47,35.22
149,10,  7.25,28.49, 3.74, 2.35, 1.11,   63.15,    4.54,6.625, 1111.19,35.03
149,11,  7.25,28.49, 3.74, 2.35, 1.11,   65.47,    4.54,6.686, 1006.02,34.64
149,12,  7.25,28.49, 3.74, 2.35, 1.11,   68.81,    4.53,6.791,  909.88,35.23
149,13,  7.25,28.49, 3.74, 2.35, 1.11,   75.53,    4.49,6.882,  822.60,34.79
149,14,  7.25,28.49, 3.74, 2.35, 1.11,   79.97,    4.43,6.883,  745.06,34.68
149,15,  7.25,28.49, 3.74, 2.35, 1.11,   83.57,    4.35,6.929,  672.83,34.60
149,16,  7.25,28.49, 3.74, 2.35, 1.11,   88.43,    4.26,6.854,  610.12,34.86
149,17,  7.25,28.49, 3.74, 2.35, 1.11,   93.89,    4.16,6.964,  552.22,34.77
149,18,  7.25,28.49, 3.74, 2.35, 1.11,   96.50,    4.05,6.973,  499.00,35.25
149,19,  7.25,28.49, 3.74, 2.35, 1.11,   97.46,    3.92,6.867,  452.14,34.72
149,20,  7.25,28.49, 3.74, 2.35, 1.11,  105.90,    3.79,7.052,  408.75,35.06
149,21,  7.25,28.49, 3.74, 2.35, 1.11,  107.30,    3.66,6.955,  370.41,35.05
149,22,  7.25,28.49, 3.74, 2.35, 1.11,  110.91,    3.52,7.091,  334.55,34.66
149,23,  7.25,28.49, 3.74, 2.35, 1.11,  112.51,    3.38,7.054,  302.30,34.89
149,24,  7.25,28.49, 3.74, 2.35, 1.11,  116.41,    3.23,7.070,  273.77,34.88
149,25,  7.25,28.49, 3.74, 2.35, 1.11,  121.55,    3.09,7.102,  247.32,35.18
149,26,  7.25,28.49, 3.74, 2.35, 1.11,  122.83,    2.95,7.095,  225.00,35.00
149,27,  7.25,28.49, 3.74, 2.35, 1.11,  127.52,    2.81,7.101,  203.40,34.98
149,28,  7.25,28.49, 3.74, 2.35, 1.11,  130.20,    2.67,7.148,  184.13,34.68
149,29,  7.25,28.49, 3.74, 2.35, 1.11,  129.90,    2.53,7.102,  166.26,34.87
149,30,  7.25,28.49, 3.74, 2.35, 1.11,  134.70,    2.40,7.084,  149.84,35.00
149,31,  7.25,28.49, 3.74, 2.35, 1.11,  138.49,    2.27,7.183,  135.75,34.94
149,32,  7.25,28.49, 3.74, 2.35, 1.11,  137.61,    2.15,7.211,  122.87,35.08
149,33,  7.25,28.49, 3.74, 2.35, 1.11,  142.30,    2.03,7.206,  111.47,34.63
149,34,  7.25,28.49, 3.74, 2.35, 1.11,  147.07,    1.92,7.158,  100.45,35.01
149,35,  7.25,28.49, 3.74, 2.35, 1.11,  144.97,    1.81,7.153,   90.18,35.36
149,36,  7.25,28.49, 3.74, 2.35, 1.11,  142.95,    1.70,7.080,   83.64,35.32
149,37,  7.25,28.49, 3.74, 2.35, 1.11,  152.02,    1.60,7.093,   74.49,35.25
149,38,  7.25,28.49, 3.74, 2.35, 1.11,  148.83,    1.50,6.993,   67.36,34.94
149,39,  7.25,28.49, 3.74, 2.35, 1.11,  150.19,    1.41,7.260,   61.01,35.14
149,40,  7.25,28.49, 3.74, 2.35, 1.11,  151.43,    1.33,7.143,   55.34,34.93
149,41,  7.25,28.49, 3.74, 2.35, 1.11,  151.34,    1.25,7.252,   50.94,35.23
149,42,  7.25,28.49, 3.74, 2.35, 1.11,  152.81,    1.17,7.144,   46.29,35.08
149,43,  7.25,28.49, 3.74, 2.35, 1.11,  155.51,    1.09,7.264,   41.51,35.10
149,44,  7.25,28.49, 3.74, 2.35, 1.11,  158.82,    1.03,7.263,   37.02,35.16
149,45,  7.25,28.49, 3.74, 2.35, 1.11,  161.94,    0.96,7.205,   33.20,34.71
149,46,  7.25,28.49, 3.74, 2.35, 1.11,  160.86,    0.90,7.117,   30.03,34.89
150,1,  8.46,29.75, 3.43, 2.73, 0.11,   19.27,   21.01,6.857,  823.16,34.69
150,2,  8.46,29.75, 3.43, 2.73, 0.11,   27.56,    3.16,6.786,  910.46,35.32
150,3,  8.46,29.75, 3.43, 2.73, 0.11,   25.72,    3.37,6.636, 1005.76,35.25
150,4,  8.46,29.75, 3.43, 2.73, 0.11,   34.12,    3.57,6.682, 1111.17,35.33
150,5,  8.46,29.75, 3.43, 2.73, 0.11,   37.39,    3.75,6.559, 1227.88,34.90
150,6,  8.46,29.75, 3.43, 2.73, 0.11,   39.28,    3.90,6.602, 1357.88,35.00
150,7,  8.46,29.75, 3.43, 2.73, 0.11,   45.50,    4.03,6.485, 1501.11,35.10
150,8,  8.46,29.75, 3.43, 2.73, 0.11,   47.82,    4.13,6.592, 1357.90,35.47
150,9,  8.46,29.75, 3.43, 2.73, 0.11,   50.72,    4.22,6.576, 1228.24,35.08
150,10,  8.46,29.75, 3.43, 2.73, 0.11,   52.35,    4.27,6.555, 1111.14,34.66
150,11,  8.46,29.75, 3.43, 2.73, 0.11,   61.57,    4.31,6.758, 1005.84,35.17
150,12,  8.46,29.75, 3.43, 2.73, 0.11,   65.70,    4.32,6.698,  910.11,34.85
150,13,  8.46,29.75, 3.43, 2.73, 0.11,   71.01,    4.31,6.724,  824.19,35.10
150,14,  8.46,29.75, 3.43, 2.73, 0.11,   72.17,    4.28,6.837,  744.87,35.29
150,15,  8.46,29.75, 3.43, 2.73, 0.11,   74.53,    4.23,6.936,  673.82,34.42
150,16,  8.46,29.75, 3.43, 2.73, 0.11,   78.95,    4.17,6.938,  609.37,34.99
150,17,  8.46,29.75, 3.43, 2.73, 0.11,   85.96,    4.09,6.837,  551.95,35.26
150,18,  8.46,29.75, 3.43, 2.73, 0.11,   88.34,    4.00,6.931,  499.28,35.46
150,19,  8.46,29.75, 3.43, 2.73, 0.11,   96.75,    3.90,6.992,  452.18,35.45
150,20,  8.46,29.75, 3.43, 2.73, 0.11,   98.55,    3.79,6.997,  408.10,34.82
150,21,  8.46,29.75, 3.43, 2.73, 0.11,   98.35,    3.68,7.066,  369.83,34.97
150,22,  8.46,29.75, 3.43, 2.73, 0.11,  102.48,    3.56,6.994,  335.22,35.17
150,23,  8.46,29.75, 3.43, 2.73, 0.11,  105.33,    3.43,7.097,  302.58,34.87
150,24,  8.46,29.75, 3.43, 2.73, 0.11,  114.74,    3.30,7.161,  273.97,35.07
150,25,  8.46,29.75, 3.43, 2.73, 0.11,  115.45,    3.17,7.172,  247.65,34.51
150,26,  8.46,29.75, 3.43, 2.73, 0.11,  113.58,    3.04,7.139,  225.58,35.01
150,27,  8.46,29.75, 3.43, 2.73, 0.11,  117.36,    2.91,7.073,  202.86,34.47
150,28,  8.46,29.75, 3.43, 2.73, 0.11,  120.05,    2.78,7.084,  183.30,35.03
150,29,  8.46,29.75, 3.43, 2.73, 0.11,  122.32,    2.65,7.143,  166.51,34.92
150,30,  8.46,29.75, 3.43, 2.73, 0.11,  127.86,    2.52,7.175,  149.70,35.43
150,31,  8.46,29.75, 3.43, 2.73, 0.11,  129.28,    2.40,7.108,  135.69,35.24
150,32,  8.46,29.75, 3.43, 2.73, 0.11,  135.56,    2.28,7.126,  122.90,35.07
150,33,  8.46,29.75, 3.43, 2.73, 0.11,  131.85,    2.16,7.173,  111.43,35.04
150,34,  8.46,29.75, 3.43, 2.73, 0.11,  138.86,    2.05,7.078,  100.50,35.37
150,35,  8.46,29.75, 3.43, 2.73, 0.11,  135.35,    1.94,7.187,   90.55,34.70
150,36,  8.46,29.75, 3.43, 2.73, 0.11,  141.96,    1.83,7.193,   82.75,35.30
150,37,  8.46,29.75, 3.43, 2.73, 0.11,  143.16,    1.73,7.118,   74.92,34.77
150,38,  8.46,29.75, 3.43, 2.73, 0.11,  146.59,    1.63,7.179,   67.76,34.51
150,39,  8.46,29.75, 3.43, 2.73, 0.11,  147.68,    1.54,7.271,   60.90,34.79
150,40,  8.46,29.75, 3.43, 2.73, 0.11,  146.10,    1.45,7.144,   55.61,35.57
150,41,  8.46,29.75, 3.43, 2.73, 0.11,  146.22,    1.37,7.180,   50.08,35.69
150,42,  8.46,29.75, 3.43, 2.73, 0.11,  153.08,    1.29,7.200,   45.06,34.98
150,43,  8.46,29.75, 3.43, 2.73, 0.11,  150.08,    1.21,7.217,   40.92,34.51
150,44,  8.46,29.75, 3.43, 2.73, 0.11,  151.26,    1.14,7.223,   37.12,35.33
150,45,  8.46,29.75, 3.43, 2.73, 0.11,  152.91,    1.07,7.117,   33.55,34.60
150,46,  8.46,29.75, 3.43, 2.73, 0.11,  151.07,    1.00,7.244,   31.00,34.61
151,1,  7.45,28.90, 3.98, 2.35, 0.40,    6.86,    5.98,6.757,  823.33,35.24
151,2,  7.45,28.90, 3.98, 2.35, 0.40,   13.83,    3.09,6.753,  909.55,34.93
151,3,  7.45,28.90, 3.98, 2.35, 0.40,   15.78,    3.93,6.643, 1004.81,35.01
151,4,  7.45,28.90, 3.98, 2.35, 0.40,   17.62,    4.75,6.722, 1110.93,35.64
151,5,  7.45,28.90, 3.98, 2.35, 0.40,   23.60,    5.48,6.716, 1227.68,35.29
151,6,  7.45,28.90, 3.98, 2.35, 0.40,   28.46,    6.09,6.571, 1357.49,35.07
151,7,  7.45,28.90, 3.98, 2.35, 0.40,   35.93,    6.53,6.600, 1499.73,35.03
151,8,  7.45,28.90, 3.98, 2.35, 0.40,   44.39,    6.81,6.471, 1356.82,35.24
151,9,  7.45,28.90, 3.98, 2.35, 0.40,   50.02,    6.92,6.651, 1227.88,34.76
151,10,  7.45,28.90, 3.98, 2.35, 0.40,   53.41,    6.88,6.640, 1111.79,35.32
151,11,  7.45,28.90, 3.98, 2.35, 0.40,   63.86,    6.72,6.757, 1006.16,35.18
151,12,  7.45,28.90, 3.98, 2.35, 0.40,   69.06,    6.45,6.836,  909.33,35.02
151,13,  7.45,28.90, 3.98, 2.35, 0.40,   75.94,    6.10,6.787,  822.78,35.28
151,14,  7.45,28.90, 3.98, 2.35, 0.40,   82.67,    5.70,6.804,  745.76,34.95
151,15,  7.45,28.90, 3.98, 2.35, 0.40,   88.99,    5.28,6.952,  673.84,35.10
151,16,  7.45,28.90, 3.98, 2.35, 0.40,   94.11,    4.84,6.893,  610.24,34.94
151,17,  7.45,28.90, 3.98, 2.35, 0.40,   97.82,    4.40,6.936,  550.94,34.95
151,18,  7.45,28.90, 3.98, 2.35, 0.40,   97.08,    3.97,7.022,  499.51,34.88
151,19,  7.45,28.90, 3.98, 2.35, 0.40,  108.96,    3.57,7.026,  452.22,34.80
151,20,  7.45,28.90, 3.98, 2.35, 0.40,  106.69,    3.19,7.042,  408.90,34.59
151,21,  7.45,28.90, 3.98, 2.35, 0.40,  111.01,    2.83,7.104,  369.55,34.85
151,22,  7.45,28.90, 3.98, 2.35, 0.40,  109.06,    2.51,7.057,  335.33,34.85
151,23,  7.45,28.90, 3.98, 2.35, 0.40,  114.23,    2.22,7.082,  303.12,34.86
151,24,  7.45,28.90, 3.98, 2.35, 0.40,  114.25,    1.95,7.113,  273.98,35.22
151,25,  7.45,28.90, 3.98, 2.35, 0.40,  118.66,    1.71,7.061,  247.78,34.86
151,26,  7.45,28.90, 3.98, 2.35, 0.40,  121.05,    1.50,7.092,  223.56,34.76
151,27,  7.45,28.90, 3.98, 2.35, 0.40,  120.40,    1.31,7.146,  202.02,35.02
151,28,  7.45,28.90, 3.98, 2.35, 0.40,  124.81,    1.15,7.087,  184.36,35.25
151,29,  7.45,28.90, 3.98, 2.35, 0.40,  121.09,    1.00,7.156,  166.20,34.98
151,30,  7.45,28.90, 3.98, 2.35, 0.40,  121.78,    0.87,7.086,  151.18,34.63
151,31,  7.45,28.90, 3.98, 2.35, 0.40,  125.39,    0.76,7.159,  135.34,35.11
151,32,  7.45,28.90, 3.98, 2.35, 0.40,  126.66,    0.66,7.170,  122.56,34.69
151,33,  7.45,28.90, 3.98, 2.35, 0.40,  127.58,    0.57,7.127,  111.21,35.14
151,34,  7.45,28.90, 3.98, 2.35, 0.40,  126.27,    0.50,7.190,  100.68,34.61
151,35,  7.45,28.90, 3.98, 2.35, 0.40,  125.84,    0.43,7.097,   91.46,35.59
151,36,  7.45,28.90, 3.98, 2.35, 0.40,  129.78,    0.37,7.166,   82.30,35.10
151,37,  7.45,28.90, 3.98, 2.35, 0.40,  124.67,    0.32,7.148,   74.45,35.14
151,38,  7.45,28.90, 3.98, 2.35, 0.40,  128.08,    0.28,7.240,   67.58,35.38
151,39,  7.45,28.90, 3.98, 2.35, 0.40,  127.35,    0.24,7.226,   60.67,34.95
151,40,  7.45,28.90, 3.98, 2.35, 0.40,  128.92,    0.21,7.121,   54.24,34.93
151,41,  7.45,28.90, 3.98, 2.35, 0.40,  129.65,    0.18,7.174,   49.85,35.37
151,42,  7.45,28.90, 3.98, 2.35, 0.40,  129.95,    0.16,7.244,   45.56,35.25
151,43,  7.45,28.90, 3.98, 2.35, 0.40,  124.42,    0.14,7.199,   41.65,35.06
151,44,  7.45,28.90, 3.98, 2.35, 0.40,  126.45,    0.12,7.310,   37.34,35.17
151,45,  7.45,28.90, 3.98, 2.35, 0.40,  129.64,    0.10,7.125,   33.62,34.85
151,46,  7.45,28.90, 3.98, 2.35, 0.40,  126.87,    0.09,7.198,   30.43,34.93
152,1, 14.18,28.66, 3.94, 1.90, 0.85,   11.33,   10.52,6.789,  822.98,34.93
152,2, 14.18,28.66, 3.94, 1.90, 0.85,   13.83,    3.76,6.824,  909.17,35.10
152,3, 14.18,28.66, 3.94, 1.90, 0.85,   19.98,    4.41,6.774, 1004.88,35.26
152,4, 14.18,28.66, 3.94, 1.90, 0.85,   23.62,    5.00,6.652, 1110.90,34.66
152,5, 14.18,28.66, 3.94, 1.90, 0.85,   27.59,    5.50,6.678, 1227.73,35.16
152,6, 14.18,28.66, 3.94, 1.90, 0.85,   34.37,    5.89,6.550, 1357.74,34.93
152,7, 14.18,28.66, 3.94, 1.90, 0.85,   37.97,    6.17,6.493, 1500.64,35.33
152,8, 14.18,28.66, 3.94, 1.90, 0.85,   46.92,    6.33,6.543, 1358.12,34.92
152,9, 14.18,28.66, 3.94, 1.90, 0.85,   55.86,    6.37,6.573, 1228.26,34.48
152,10, 14.18,28.66, 3.94, 1.90, 0.85,   61.68,    6.31,6.685, 1110.70,34.70
152,11, 14.18,28.66, 3.94, 1.90, 0.85,   69.61,    6.17,6.735, 1004.62,35.45
152,12, 14.18,28.66, 3.94, 1.90, 0.85,   73.79,    5.95,6.764,  909.95,34.77
152,13, 14.18,28.66, 3.94, 1.90, 0.85,   75.18,    5.68,6.908,  823.11,35.20
152,14, 14.18,28.66, 3.94, 1.90, 0.85,   82.83,    5.37,6.902,  744.67,34.78
152,15, 14.18,28.66, 3.94, 1.90, 0.85,   86.18,    5.04,6.813,  674.93,34.43
152,16, 14.18,28.66, 3.94, 1.90, 0.85,   92.91,    4.69,6.988,  610.13,35.18
152,17, 14.18,28.66, 3.94, 1.90, 0.85,   99.38,    4.33,7.011,  552.34,35.42
152,18, 14.18,28.66, 3.94, 1.90, 0.85,  103.12,    3.98,6.975,  499.37,35.10
152,19, 14.18,28.66, 3.94, 1.90, 0.85,  109.01,    3.64,7.001,  451.08,34.97
152,20, 14.18,28.66, 3.94, 1.90, 0.85,  106.10,    3.32,7.039,  408.55,34.72
152,21, 14.18,28.66, 3.94, 1.90, 0.85,  112.16,    3.01,6.947,  369.40,35.01
152,22, 14.18,28.66, 3.94, 1.90, 0.85,  113.49,    2.72,7.021,  335.26,35.20
152,23, 14.18,28.66, 3.94, 1.90, 0.85,  117.35,    2.45,7.049,  302.98,35.05
152,24, 14.18,28.66, 3.94, 1.90, 0.85,  116.32,    2.20,7.181,  274.38,34.80
152,25, 14.18,28.66, 3.94, 1.90, 0.85,  119.28,    1.97,7.106,  247.46,35.29
152,26, 14.18,28.66, 3.94, 1.90, 0.85,  122.00,    1.76,7.123,  224.54,35.00
152,27, 14.18,28.66, 3.94, 1.90, 0.85,  127.33,    1.57,7.126,  203.12,35.34
152,28, 14.18,28.66, 3.94, 1.90, 0.85,  127.33,    1.40,7.176,  183.89,34.58
152,29, 14.18,28.66, 3.94, 1.90, 0.85,  127.68,    1.25,7.045,  166.38,34.69
152,30, 14.18,28.66, 3.94, 1.90, 0.85,  127.65,    1.11,7.116,  150.24,34.92
152,31, 14.18,28.66, 3.94, 1.90, 0.85,  126.83,    0.99,7.168,  135.13,34.65
152,32, 14.18,28.66, 3.94, 1.90, 0.85,  134.72,    0.87,7.098,  123.31,35.16
152,33, 14.18,28.66, 3.94, 1.90, 0.85,  131.87,    0.77,7.063,  111.01,35.26
152,34, 14.18,28.66, 3.94, 1.90, 0.85,  130.21,    0.69,7.099,  100.67,34.88
152,35, 14.18,28.66, 3.94, 1.90, 0.85,  129.86,    0.61,7.237,   91.80,35.27
